source;destination;label
9680;9675;
9680;9677;
9681;9680;
9682;9668;
9682;9669;
9682;9671;
9683;9682;
9684;9679;
9684;9681;
9684;9683;
9685;9682;
9686;9685;
9687;9680;
9688;9687;
9689;9684;
9689;9686;
9689;9688;
9690;9685;
9691;9690;
9692;9687;
9693;9692;
9694;9689;
9694;9691;
9694;9693;
9695;9690;
9696;9695;
9697;9692;
9698;9697;
9699;9694;
9699;9696;
9699;9698;
9701;9699;
9701;9700;
9702;9701;
9703;9702;
9704;9703;
9707;9704;
9707;9705;
9707;9706;
9711;9709;
9711;9710;
9713;9712;
9714;9713;
9715;9660;
9715;9707;
9715;9708;
9715;9711;
9715;9714;
9717;9716;
9718;9717;
9719;9718;
9721;9720;
9722;9721;
9723;9722;
9725;9724;
9726;9725;
9727;9726;
9729;9728;
9730;9729;
9731;9730;
9733;9732;
9734;9733;
9735;9734;
9737;9736;
9738;9737;
9740;9736;
9742;9739;
9742;9740;
9742;9741;
9745;9738;
9745;9742;
9745;9743;
9745;9744;
9746;9745;
9749;9719;
9749;9723;
9749;9727;
9749;9731;
9749;9735;
9749;9746;
9749;9747;
9749;9748;
9752;9751;
9753;9752;
9754;9753;
9755;9754;
9756;9755;
9757;9756;
9758;9757;
9759;9758;
9760;9755;
9761;9760;
9762;9759;
9762;9761;
9763;9762;
9765;9764;
9768;9767;
9770;9769;
9771;9770;
9773;9771;
9773;9772;
9775;9765;
9775;9766;
9775;9768;
9775;9773;
9775;9774;
9779;9777;
9779;9778;
9781;9780;
8357;9644;
8357;9652;
8357;9653;
8357;9656;
8357;9657;
8357;9715;
8357;9749;
8357;9750;
8357;9763;
8357;9775;
8357;9776;
8357;9779;
8357;9781;
8357;9782;
8357;9783;
8357;9784;
65183;9644;
65183;9652;
65183;9653;
65183;9656;
65183;9657;
65183;9715;
65183;9749;
65183;9750;
65183;9763;
65183;9775;
65183;9776;
65183;9779;
65183;9781;
65183;9782;
65183;9783;
65183;8357;
65183;9784;
9790;9789;
9792;8387;
64578;9795;
9797;64578;
65561;9799;
9807;64195;
9807;65401;
65518;64222;
64225;9808;
64225;65518;
64226;64225;
64562;9813;
9815;64562;
65505;9815;
65506;9815;
64227;64226;
64227;65505;
64227;65506;
65423;64227;
64229;65423;
64230;9821;
65509;64230;
64233;9824;
65510;64233;
65511;65510;
65512;65510;
65513;9807;
65513;64229;
65513;65509;
65513;65511;
65513;65512;
65514;65513;
64240;65513;
65515;9807;
65515;64229;
65515;65509;
65515;65511;
65515;65512;
64242;9807;
64242;64229;
64242;65509;
64242;65511;
64242;65512;
65516;65515;
65516;64242;
64244;65514;
64244;64240;
64244;65516;
65424;65423;
64246;65513;
65378;65377;
9842;65377;
65380;65378;
65380;65379;
65380;9842;
9844;65378;
9844;65379;
9844;9842;
9845;65380;
9845;9844;
9848;9847;
8411;9846;
8411;9848;
8411;9849;
9850;9846;
9850;8411;
9851;9850;
9852;9851;
9853;9848;
9853;9849;
9853;8411;
9854;9853;
9855;9854;
9856;9855;
9857;9852;
9857;9856;
9859;65434;
9859;65438;
9860;9859;
9868;9867;
9887;9886;
9888;9887;
9890;9889;
9891;9888;
